json_file_path,stage,phase,vehiculos_str,vehiculo_count,consumidores_str,consumidor_count,irrigability_bucket,tiene_vehiculo,tiene_consumidor,bloqueado_por_valor,gaps_str,accion_recomendada,added_value,notes,consumer_scope,file_exists,file_bytes
_registry/keywords/by_policy_area/PA03.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,4780
_registry/keywords/by_policy_area/PA03_ambiente_cambio_climatico.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,4293
_registry/keywords/by_policy_area/PA04.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,6458
_registry/keywords/by_policy_area/PA04_derechos_economicos_sociales_culturales.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,6038
_registry/keywords/by_policy_area/PA05.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,5229
_registry/keywords/by_policy_area/PA05_victimas_paz.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,4916
_registry/keywords/by_policy_area/PA06.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,5387
_registry/keywords/by_policy_area/PA06_ninez_adolescencia_juventud.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,4944
_registry/keywords/by_policy_area/PA07.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,5631
_registry/keywords/by_policy_area/PA07_tierras_territorios.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,5198
_registry/keywords/by_policy_area/PA08.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,5483
_registry/keywords/by_policy_area/PA08_lideres_defensores.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,4992
_registry/keywords/by_policy_area/PA09.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,6087
_registry/keywords/by_policy_area/PA09_crisis_PPL.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,5593
_registry/keywords/by_policy_area/PA10.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,7058
_registry/keywords/by_policy_area/PA10_migracion.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,6501
_registry/keywords/index.json,phase_02,Phase_02,NINGUNO,0,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,definitely_not,False,True,True,"NECESITA_VEHICULO, BLOQUEADO_POR_VALOR_MARGINAL, VOCAB_SEÑALES_NO_ALINEADO",AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_02,True,291917
_registry/membership_criteria/MC01_structural_markers.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,5206
_registry/membership_criteria/MC02_quantitative_triplets.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,8327
_registry/membership_criteria/MC03_normative_references.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,7443
_registry/membership_criteria/MC04_programmatic_hierarchy.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,5453
_registry/membership_criteria/MC05_financial_chains.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,9438
_registry/membership_criteria/MC06_population_disaggregation.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,7393
_registry/membership_criteria/MC07_temporal_markers.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,4325
_registry/membership_criteria/MC08_causal_verbs.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,7841
_registry/membership_criteria/MC09_institutional_network.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,6044
_registry/membership_criteria/MC10_semantic_relationships.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,3740
_registry/membership_criteria/_bindings/mc_to_dimensions.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,2924
_registry/membership_criteria/_bindings/mc_to_questions.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,4386
_registry/membership_criteria/_bindings/mc_to_scoring.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,4307
_registry/membership_criteria/_calibration/extractor_calibration.json,phase_01,Phase_01,NINGUNO,0,"phase1_11_00_signal_enrichment.py, phase1_13_00_cpp_ingestion.py",2,not_irrigable_yet,False,True,False,NECESITA_VEHICULO,AGREGAR_CARGA_EN_VEHICULO,YES,,Phase_01,True,33335
_registry/patterns/MASTER_INDEX.json,Cross-Phase,N/A,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,NINGUNO,0,irrigable_now,True,False,False,NECESITA_CONSUMIDOR,DECLARAR_CONSUMIDOR_EN_FASE,YES,,Cross-Phase,True,2150659
_registry/patterns/by_category/CAUSAL_CONNECTOR.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,1309
_registry/patterns/by_category/CAUSAL_OUTCOME.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,3916
_registry/patterns/by_category/DESCRIPCION.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,3672
_registry/patterns/by_category/FUENTE_OFICIAL.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,23677
_registry/patterns/by_category/GENERAL.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,1847511
_registry/patterns/by_category/INDICADOR.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,133398
_registry/patterns/by_category/INSTITUCIONAL.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,10429
_registry/patterns/by_category/INSTRUMENTO.json,phase_02,Phase_02,"signal_context_scoper, signal_evidence_extractor, signal_intelligence_layer, signal_loader, signal_quality_metrics, signal_registry, signals",7,"phase2_10_00_factory.py, phase2_30_03_resource_aware_executor.py, phase2_40_03_irrigation_synchronizer.py, phase2_60_00_base_executor_with_contract.py, phase2_80_00_evidence_nexus.py, phase2_95_00_contract_hydrator.py, phase2_95_02_precision_tracking.py",7,irrigable_now,True,True,False,VOCAB_SEÑALES_NO_ALINEADO,ALINEAR_VOCABULARIOS,YES,,Phase_02,True,13171
