json_file_path,consumer,consumer_scope,scope_alignment,signalt_irrigation_source,consumer_ready,redundant_with,added_value,quality_risk,notes,row_key,stage,stage_known,file_exists,file_bytes,irrigability_bucket,irrigability_reasons,stage_expected_signal_types,stage_required_capabilities,stage_registered_consumer_ids,stage_declared_consumer_ids,stage_declared_consumer_count,stage_registered_consumer_count,stage_declared_capabilities_union,stage_declared_allowed_signal_types_union,stage_declared_min_confidence_min,stage_declared_max_signals_per_query_max,stage_expected_signal_types_covered_by_declared,stage_expected_signal_types_uncovered_by_declared,stage_required_capabilities_covered_by_declared,stage_required_capabilities_missing_in_declared,stage_has_registered_consumer,stage_has_declared_equipped_consumer,stage_signal_vocab_mismatch,stage_capability_vocab_mismatch
_registry/entities/institutions.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,4a6fe4c86c0e1b88a6f8e143fd1092c5dbadd847,phase_03,True,True,34126,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/institutions_expanded.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,d1318652dfd1829d4f53ad8fdb6c7c9f2e115049,phase_03,True,True,21645,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/international.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,ba4d0a1f2c418860473baf258be6e637299af190,phase_03,True,True,1178,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/normative.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,6943a1068acb5ca60b6e06934acc369100751512,phase_03,True,True,5298,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/normative_compliance.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,9fd3c7d2d53d8cb17ae77ce6d8df2143af6f5377,phase_03,True,True,8765,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/policy_areas_canonical.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,4607ac18a674fd4347d8af39d65a045908d3eb3b,phase_03,True,True,3172,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/populations.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,d07c0bd72e9035891330c7910b51482e4c7c3269,phase_03,True,True,2252,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/entities/territorial.json,Phase_03.NormativeComplianceValidator,Phase_03,YES,Signalt.EntityExtraction,YES,None,YES,LOW,,e6712fc8462edc55784ef28d0f959ed17f8c3d38,phase_03,True,True,17200,irrigable_now,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]","[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]","[""phase_3_validation""]","[""BaselineScorer"",""CausalScorer"",""CrossCuttingScorer"",""DimensionScorer"",""PolicyAreaScorer"",""QualityScorer"",""StructuralScorer""]",7,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING""]","[""CAUSAL_LINK"",""CROSS_CUTTING_THEME"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""NORMATIVE_REFERENCE"",""POPULATION_DISAGGREGATION"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""STRUCTURAL_MARKER""]",0.55,100,[],"[""NORMATIVE_VALIDATION"",""ENTITY_VALIDATION"",""COHERENCE_VALIDATION""]",[],"[""COMPLIANCE_CHECK"",""CONSISTENCY_CHECK"",""ENTITY_RESOLUTION"",""EXISTENCE_CHECK"",""NORMATIVE_LOOKUP"",""SEMANTIC_SIMILARITY""]",True,True,True,True
_registry/keywords/by_policy_area/PA01.json,IndustrialPolicyProcessor._detect_policy_areas,Phase_02,PARTIAL,Signalt.KeywordExtraction,YES,None,YES,LOW,,024002dc2c4a9b3f6588f84ec893a514305f5173,phase_02,True,True,3645,definitely_not,"[""scope_alignment=PARTIAL""]","[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/keywords/by_policy_area/PA01_mujeres_genero.json,IndustrialPolicyProcessor._detect_policy_areas,Phase_02,PARTIAL,Signalt.KeywordExtraction,YES,None,YES,LOW,,f26dc14bfc49725fdf68582b027fbe9ea127de85,phase_02,True,True,3176,definitely_not,"[""scope_alignment=PARTIAL""]","[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
